batch_size,core_type,seed,n_hidden,best_val_loss,best_epoch,total_seconds,test_rmse,test_mae,test_r2,test_nrmse,test_relative_l2,checkpoint_path,history_path,summary_path,source
8,baseline_rno,20260340,40,4.726324277726235e-06,190,,0.0028684879506974802,0.0009598070755600929,0.9999276995658875,0.001213679623637104,0.008461783793588926,artifacts/checkpoints/baseline_rno_from_best_gru.pt,artifacts/logs/baseline_rno_from_best_gru_history.csv,artifacts/logs/baseline_rno_from_best_gru_summary.json,existing_batch8_baseline
32,baseline_rno,20260340,40,5.766674803453498e-06,87,422.9019064999884,0.0031460612839410386,0.0014228967484086752,0.9999130368232727,0.0013311230657616644,0.009280600798037506,artifacts/checkpoints/baseline_rno_best_gru_batch32_accel_replay.pt,artifacts/logs/baseline_rno_best_gru_batch32_accel_replay_history.csv,artifacts/logs/baseline_rno_best_gru_batch32_accel_replay_summary.json,new_batch32_replay
