epoch,train_loss,val_loss,train_grad_norm,learning_rate,val_rmse,val_mae,val_r2,val_nrmse,val_residual_mean,val_residual_std
1,0.03162500638780849,0.010696565732359886,0.06134779926001108,0.00010417842075164838,0.1279957797134258,0.09878293424844742,0.8576886653900146,0.05385442937720142,0.011136236600577831,0.12751039862632751
2,0.005935380388317364,0.0019299231935292482,0.019725889818137936,0.00010417842075164838,0.05436801401017937,0.03603547066450119,0.974323570728302,0.022875428998092046,0.0028313626535236835,0.05429423972964287
3,0.0010906670533586294,0.0005847284337505698,0.007694957423404455,0.00010417842075164838,0.029926127669723548,0.01924109272658825,0.9922205209732056,0.012591466161858066,-0.0014163743471726775,0.029892589896917343
4,0.00045874523639213296,0.0003525976208038628,0.0046940685201503195,0.00010417842075164838,0.023238767544590398,0.013423566706478596,0.9953088760375977,0.009777748675350036,-0.004404607228934765,0.02281753160059452
5,0.00029029546484317896,0.00023810150742065161,0.0032024331033242274,0.00010417842075164838,0.01909653072620954,0.01034101564437151,0.9968321919441223,0.008034895897714773,-0.0005131612997502089,0.019089635461568832
6,0.00020916409037973998,0.00018616739544086158,0.0025167873491772335,0.00010417842075164838,0.01688594003628417,0.009340373799204826,0.9975231289863586,0.007104786323328567,0.0004727437044493854,0.01687932200729847
7,0.00016475654348531473,0.00015497475396841764,0.0021512734931471203,0.00010417842075164838,0.015406496389364845,0.008762223646044731,0.9979381561279297,0.006482308038662055,-0.0013847965747117996,0.015344135463237762
8,0.00013457222667057067,0.00012864691962022334,0.0017818004656910882,0.00010417842075164838,0.01403696221539476,0.00775959761813283,0.9982884526252747,0.005906074340825536,-0.0002726347011048347,0.014034314081072807
9,0.00011121327479486353,0.00010941193613689393,0.0017338076884565522,0.00010417842075164838,0.012945110955450732,0.007260068319737911,0.9985443353652954,0.00544667617394288,-0.0006541276234202087,0.012928573414683342
10,9.255403264043187e-05,9.347942977910861e-05,0.001631483325958639,0.00010417842075164838,0.011965516590422203,0.006434016861021519,0.9987562894821167,0.005034510275443341,-0.0002001765533350408,0.011963841505348682
11,7.911225631167846e-05,8.226244972320274e-05,0.0015907601887110167,0.00010417842075164838,0.011224688203281619,0.006079872138798237,0.9989055395126343,0.004722805544668504,0.0012423655716702342,0.011155722662806511
12,6.79445503919851e-05,7.327362254727632e-05,0.0013657885481082198,0.00010417842075164838,0.010593689725027104,0.005663143936544657,0.9990251660346985,0.004457311924016613,0.0012406948953866959,0.010520786978304386
13,5.9996282288921066e-05,6.450967339333147e-05,0.0013054763778340142,0.00010417842075164838,0.009939987049933999,0.005255473777651787,0.9991417527198792,0.004182265476170359,-8.57616905705072e-05,0.009939617477357388
14,5.268927681234865e-05,5.8070803788723424e-05,0.0012094580817844163,0.00010417842075164838,0.009430883337964407,0.004987810272723436,0.9992274045944214,0.003968059273721158,1.9592125681811012e-05,0.009430862963199615
15,4.693984088329931e-05,5.275898001855239e-05,0.0009903756112988064,0.00010417842075164838,0.008989212088725032,0.004745630547404289,0.999298095703125,0.0037822253879996335,0.00038819859037175775,0.0089808264747262
16,4.292350765483986e-05,4.808025187230669e-05,0.0011306264450011592,0.00010417842075164838,0.008581373259167233,0.004501718562096357,0.9993603229522705,0.0036106265470622462,0.0001359865564154461,0.00858029630035162
17,3.885653469686596e-05,4.477989932638593e-05,0.000959286891779421,0.00010417842075164838,0.008281614196754833,0.0043549793772399426,0.99940425157547,0.003484502441306505,0.00011087689199484885,0.008280872367322445
18,3.590872989402019e-05,4.136313509661704e-05,0.0009354203923186628,0.00010417842075164838,0.00795939715388649,0.004197032190859318,0.9994496703147888,0.0033489291042938653,0.0003007432969752699,0.007953713648021221
19,3.326383968149977e-05,3.87739491998218e-05,0.0008052537852586044,0.00010417842075164838,0.0077062568832602235,0.004072966054081917,0.999484121799469,0.003242419929870375,-0.0006584161892533302,0.007678078021854162
20,3.132749963177568e-05,3.648538768175058e-05,0.0009489719856663948,0.00010417842075164838,0.007475374045629954,0.003938362002372742,0.9995145797729492,0.0031452756060387117,0.0006437854026444256,0.007447601296007633
21,2.915209863983494e-05,3.431103323237039e-05,0.0007198720558450926,0.00010417842075164838,0.007249203368400315,0.0037871513050049543,0.9995434880256653,0.0030501139312449936,-0.00020604899327736348,0.007246274501085281
22,2.7958952549462473e-05,3.2700394513085485e-05,0.000887067001525805,0.00010417842075164838,0.007077012703599854,0.0037559636402875185,0.9995649456977844,0.002977664433162542,0.0004174663044977933,0.007064688950777054
23,2.630330550995755e-05,3.1337338441517204e-05,0.0007375527301514202,0.00010417842075164838,0.00692794526282026,0.003615339519456029,0.9995830655097961,0.00291494406863272,-0.00045922634308226407,0.00691270874813199
24,2.525689791842264e-05,3.065810233238153e-05,0.0007724846801978937,0.00010417842075164838,0.006852452783125013,0.0037050049286335707,0.999592125415802,0.0028831804868540076,-0.0012377154780551791,0.006739745382219553
25,2.4507840446728682e-05,2.9046750569250435e-05,0.0008219462185339852,0.00010417842075164838,0.006669943899010786,0.0035464910324662924,0.9996135234832764,0.00280638958146441,-0.0009488706709817052,0.006602105218917131
26,2.3165590495669417e-05,2.7592279366217554e-05,0.0006380525938520493,0.00010417842075164838,0.006500805463418873,0.003441151697188616,0.9996328949928284,0.0027352243137114484,-0.0006171217537485063,0.006471447646617889
27,2.2456545255928566e-05,2.714591937547084e-05,0.0006463062981366573,0.00010417842075164838,0.006448009204071284,0.0034524048678576946,0.9996388554573059,0.002713010203005759,-0.0010767318308353424,0.006357473786920309
28,2.1698935909496086e-05,2.5388437279616483e-05,0.0006486527039984895,0.00010417842075164838,0.006235788379232348,0.003286617109552026,0.9996622204780579,0.002623717950954568,-2.1716674382332712e-05,0.006235750392079353
29,2.1115514625437625e-05,2.5135796022368595e-05,0.0006609832809777274,0.00010417842075164838,0.006204684257295587,0.003306308062747121,0.9996655583381653,0.0026106308418175823,-0.0006178916664794087,0.006173841655254364
30,2.045618036520734e-05,2.387274435022846e-05,0.0006781223333929742,0.00010417842075164838,0.00604678612289182,0.0032500997185707092,0.9996823668479919,0.002544194948797685,0.0003586677194107324,0.0060361395590007305
31,1.9932871197982294e-05,2.3628927010577172e-05,0.0006580389878856809,0.00010417842075164838,0.00601582717633174,0.003209478687494993,0.9996856451034546,0.002531168922433024,-0.0007291691727004945,0.005971473176032305
32,1.9360376817140995e-05,2.3109269022825174e-05,0.0005885695354853062,0.00010417842075164838,0.00594930840737076,0.0032309351954609156,0.9996925592422485,0.002503181043822588,-0.001035378547385335,0.005858520977199078
33,1.887349626485957e-05,2.1875937818549573e-05,0.0005797612937965375,0.00010417842075164838,0.005788376680910819,0.0031649998854845762,0.9997089505195618,0.00243546876208492,0.0005504063447006047,0.0057621486485004425
