number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_FEATURE_DEPTH,params_FEATURE_WIDTH,params_GRAD_CLIP_VALUE,params_LEARNING_RATE,params_N_HIDDEN,params_READOUT_DEPTH,params_READOUT_WIDTH,params_WEIGHT_DECAY,user_attrs_best_epoch,user_attrs_checkpoint_path,user_attrs_config,user_attrs_elapsed_seconds,state
20,6.108873094490264e-06,2026-03-29 16:37:26.787462,2026-03-29 17:11:28.613744,0 days 00:34:01.826282,8,2,96,0.5,0.00016946537501935456,28,4,96,0.001062896673386595,214,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_lstm_trial_0020.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""lstm"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 2, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.00016946537501935456, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_lstm_trial_0020"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 28, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260348, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 0.001062896673386595}",2041.8115948750055,COMPLETE
21,6.499894880107604e-06,2026-03-29 17:11:28.690604,2026-03-29 17:44:50.675924,0 days 00:33:21.985320,8,2,96,0.5,0.00014501833911862423,20,4,96,6.321195795339765e-05,210,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_lstm_trial_0021.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""lstm"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 2, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.00014501833911862423, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_lstm_trial_0021"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 20, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260349, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 6.321195795339765e-05}",2001.9643301659962,COMPLETE
22,6.6099951254727785e-06,2026-03-29 17:44:50.763454,2026-03-29 18:14:36.179207,0 days 00:29:45.415753,8,1,96,0.5,0.0003804174886702683,20,4,96,5.203299365943141e-06,189,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_lstm_trial_0022.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""lstm"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0003804174886702683, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_lstm_trial_0022"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 20, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260350, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 5.203299365943141e-06}",1785.4004034170066,COMPLETE
23,6.165555078041507e-06,2026-03-29 18:14:36.256436,2026-03-29 18:40:38.254182,0 days 00:26:01.997746,8,1,96,0.5,0.00010036703529252687,24,3,96,1.6683775218584726e-06,209,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_lstm_trial_0023.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""lstm"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.00010036703529252687, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_lstm_trial_0023"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 24, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 96, ""SEED"": 20260351, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 1.6683775218584726e-06}",1561.9821957079985,COMPLETE
24,6.426409527193755e-06,2026-03-29 18:40:38.332338,2026-03-29 19:12:15.228488,0 days 00:31:36.896150,8,2,96,1.0,0.0002248765742479274,16,4,64,6.993797035950583e-06,212,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_lstm_trial_0024.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""lstm"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 2, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 1.0, ""LEARNING_RATE"": 0.0002248765742479274, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_lstm_trial_0024"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 16, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 64, ""SEED"": 20260352, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 6.993797035950583e-06}",1896.8801417500072,COMPLETE
25,6.161838427942712e-06,2026-03-29 19:12:15.305927,2026-03-29 19:41:48.906469,0 days 00:29:33.600542,8,1,96,0.5,0.0001729182219576517,32,4,96,5.2688498724409156e-05,220,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_lstm_trial_0025.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""lstm"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0001729182219576517, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_lstm_trial_0025"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 32, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260353, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 5.2688498724409156e-05}",1773.584631958016,COMPLETE
26,6.1545624703285284e-06,2026-03-29 19:41:48.981470,2026-03-29 20:11:44.474754,0 days 00:29:55.493284,8,2,96,0.5,0.00012227657245423467,36,3,96,0.000640681267978474,205,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_lstm_trial_0026.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""lstm"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 2, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.00012227657245423467, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_lstm_trial_0026"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 36, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 96, ""SEED"": 20260354, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 0.000640681267978474}",1795.4774753329984,COMPLETE
27,6.357441179716261e-06,2026-03-29 20:11:44.550096,2026-03-29 20:40:53.831461,0 days 00:29:09.281365,8,1,96,0.5,0.00019589396498693255,16,4,96,2.105393866279075e-06,217,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_lstm_trial_0027.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""lstm"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.00019589396498693255, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_lstm_trial_0027"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 16, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260355, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 2.105393866279075e-06}",1749.265088791988,COMPLETE
28,6.274035513342824e-06,2026-03-29 20:40:53.907951,2026-03-29 20:59:31.093762,0 days 00:18:37.185811,16,2,96,0.5,0.00040614636649553566,24,4,96,3.394690227784838e-05,209,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_lstm_trial_0028.pt,"{""BATCH_SIZE"": 16, ""CORE_TYPE"": ""lstm"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 2, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.00040614636649553566, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_lstm_trial_0028"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 24, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260356, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 3.394690227784838e-05}",1117.1700677920016,COMPLETE
29,6.881310582684819e-06,2026-03-29 20:59:31.167315,2026-03-29 21:09:49.136577,0 days 00:10:17.969262,32,3,96,1.0,0.0007977044227971572,12,3,64,7.0476635892328835e-06,216,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_lstm_trial_0029.pt,"{""BATCH_SIZE"": 32, ""CORE_TYPE"": ""lstm"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 3, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 1.0, ""LEARNING_RATE"": 0.0007977044227971572, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_lstm_trial_0029"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 12, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 64, ""SEED"": 20260357, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 7.0476635892328835e-06}",617.9527808330022,COMPLETE
