number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_FEATURE_DEPTH,params_FEATURE_WIDTH,params_GRAD_CLIP_VALUE,params_LEARNING_RATE,params_N_HIDDEN,params_READOUT_DEPTH,params_READOUT_WIDTH,params_WEIGHT_DECAY,user_attrs_best_epoch,user_attrs_checkpoint_path,user_attrs_config,user_attrs_elapsed_seconds,state
10,1.1510612694110023e-06,2026-03-28 18:58:41.688388,2026-03-28 19:48:44.721914,0 days 00:50:03.033526,8,1,32,0.5,0.0017806980439500808,48,4,96,1.8044989047379548e-05,207,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0010.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""gru"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 32, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0017806980439500808, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_gru_trial_0010"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 48, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260338, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 1.8044989047379548e-05}",3003.0109461669927,COMPLETE
11,1.2163221754235565e-06,2026-03-28 19:48:44.849270,2026-03-28 20:41:45.281934,0 days 00:53:00.432664,8,1,32,0.5,0.0018177929193890178,48,4,96,1.8123914365651553e-05,216,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0011.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""gru"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 32, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0018177929193890178, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_gru_trial_0011"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 48, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260339, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 1.8123914365651553e-05}",3180.3914023339894,COMPLETE
12,8.36028618778073e-07,2026-03-28 20:41:45.389710,2026-03-28 21:36:11.900337,0 days 00:54:26.510627,8,1,32,0.5,0.0020246394393832255,40,4,96,2.486113705217959e-05,215,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""gru"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 32, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0020246394393832255, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_gru_trial_0012"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 40, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260340, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 2.486113705217959e-05}",3266.4820666250016,COMPLETE
13,1.2606675454662764e-06,2026-03-28 21:36:12.046834,2026-03-28 23:23:34.921572,0 days 01:47:22.874738,8,1,96,0.5,0.0001014003804210052,40,4,96,1.225217127135918e-06,219,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0013.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""gru"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0001014003804210052, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_gru_trial_0013"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 40, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260341, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 1.225217127135918e-06}",3181.561108791997,COMPLETE
14,9.95240156953514e-07,2026-03-28 23:23:35.011093,2026-03-29 00:03:00.740775,0 days 00:39:25.729682,8,1,32,0.5,0.00246452023709454,48,4,64,3.4027119269615646e-05,220,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0014.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""gru"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 32, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.00246452023709454, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_gru_trial_0014"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 48, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 64, ""SEED"": 20260342, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 3.4027119269615646e-05}",2365.709584250013,COMPLETE
15,8.969670943770325e-07,2026-03-29 00:03:00.829140,2026-03-29 00:46:58.452767,0 days 00:43:57.623627,8,1,32,0.5,0.0029079488269897792,36,4,64,5.475194305665423e-05,209,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0015.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""gru"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 32, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0029079488269897792, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_gru_trial_0015"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 36, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 64, ""SEED"": 20260343, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 5.475194305665423e-05}",2637.6007324999955,COMPLETE
16,1.1021827504009707e-06,2026-03-29 00:46:58.552217,2026-03-29 02:17:41.889527,0 days 01:30:43.337310,8,1,96,0.5,0.0030756565770932733,20,3,64,5.957619804864099e-05,219,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0016.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""gru"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0030756565770932733, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_gru_trial_0016"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 20, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 64, ""SEED"": 20260344, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 5.957619804864099e-05}",1843.3051569579984,COMPLETE
17,1.168770040749223e-06,2026-03-29 02:17:41.972279,2026-03-29 02:47:46.202902,0 days 00:30:04.230623,8,1,32,1.0,0.0010024605967229165,36,4,64,0.0007259395746875949,211,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0017.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""gru"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 32, ""GRAD_CLIP_VALUE"": 1.0, ""LEARNING_RATE"": 0.0010024605967229165, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_gru_trial_0017"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 36, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 64, ""SEED"": 20260345, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 0.0007259395746875949}",1804.2142662919941,COMPLETE
18,9.670532108430052e-07,2026-03-29 02:47:46.320547,2026-03-29 03:13:29.400754,0 days 00:25:43.080207,8,1,32,0.5,0.002355279954680317,24,3,64,5.051239775223732e-06,213,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0018.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""gru"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 32, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.002355279954680317, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_gru_trial_0018"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 24, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 64, ""SEED"": 20260346, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 5.051239775223732e-06}",1543.0636379159987,COMPLETE
19,1.2042460184602533e-06,2026-03-29 03:13:29.495733,2026-03-29 03:48:18.542924,0 days 00:34:49.047191,8,2,32,0.5,0.0049970729413538716,36,4,96,6.119232523850798e-05,207,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0019.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""gru"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 2, ""FEATURE_WIDTH"": 32, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0049970729413538716, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_gru_trial_0019"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 36, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260347, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 6.119232523850798e-05}",2089.0312954160036,COMPLETE
20,1.1199409755136003e-06,2026-03-29 03:48:18.626848,2026-03-29 04:18:54.086469,0 days 00:30:35.459621,8,1,96,0.5,0.0011989604193171962,28,4,64,0.0005950236038228905,213,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0020.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""gru"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0011989604193171962, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_gru_trial_0020"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 28, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 64, ""SEED"": 20260348, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 0.0005950236038228905}",1835.444197792007,COMPLETE
21,1.124143295783142e-06,2026-03-29 04:18:54.167440,2026-03-29 04:44:32.300417,0 days 00:25:38.132977,8,1,32,0.5,0.0024888287782881143,20,3,64,4.751082066664655e-06,207,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0021.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""gru"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 32, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0024888287782881143, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_gru_trial_0021"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 20, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 64, ""SEED"": 20260349, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 4.751082066664655e-06}",1538.109892833003,COMPLETE
22,9.401470038028492e-07,2026-03-29 04:44:32.387053,2026-03-29 05:10:40.667687,0 days 00:26:08.280634,8,1,32,0.5,0.002696232122553404,24,3,64,4.9533650558491e-06,214,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0022.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""gru"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 32, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.002696232122553404, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_gru_trial_0022"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 24, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 64, ""SEED"": 20260350, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 4.9533650558491e-06}",1568.2640682090132,COMPLETE
